id,outcome,serve,rally,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player
8205,W,2,3,B,37.24,0.24,0.57,3.26,0,0,2.83,13.29,1.60,11.15,0.25,26.25,1.42,2.08,1.70,11.67,2.01,0,B,0.52,1
5594,UE,1,4,B,36.30,-0.05,1.83,7.54,0,0,2.99,13.37,2.93,13.36,0.06,32.85,0.80,0.99,3.40,13.28,1.57,1,F,0.49,0
1937,W,2,4,B,38.07,0.50,1.25,0.05,0,1,2.94,11.96,0.83,11.76,2.10,29.56,0.40,2.19,4.10,12.66,1.79,0,F,0.49,0
3135,FE,1,5,F,33.10,-0.24,3.18,8.46,0,0,3.54,13.90,4.35,13.42,0.84,27.80,1.61,1.49,0.20,14.91,1.99,0,B,0.63,1
7445,FE,2,4,F,21.89,-0.94,1.03,11.67,0,0,4.82,15.56,3.86,13.41,0.45,32.12,0.86,0.06,3.27,11.87,2.03,0,F,0.42,0
5882,FE,1,9,F,32.14,-0.15,3.03,6.94,0,0,5.70,13.10,5.81,14.66,0.33,32.09,0.16,1.72,8.30,12.83,3.68,0,F,0.50,1
291,FE,1,4,B,34.19,1.00,2.75,0.68,0,1,2.76,14.35,2.70,13.76,0.01,39.84,0.51,0.81,0.84,12.14,1.13,0,F,0.34,0
2585,UE,1,8,U,23.80,-0.01,3.47,7.19,0,0,2.89,13.78,4.21,13.69,1.32,32.94,0.63,0.32,3.72,14.49,2.80,0,F,0.53,0
7645,W,1,5,F,39.59,0.42,1.92,4.00,0,0,2.79,8.91,1.85,11.53,2.81,18.14,2.53,4.01,5.06,13.78,3.18,0,B,1.06,1
2429,FE,2,10,F,22.36,1.51,1.31,3.17,0,1,4.17,7.51,1.99,10.72,0.68,27.88,0.44,0.92,4.40,13.21,2.94,0,V,0.55,0
2127,W,2,14,B,36.72,0.11,1.08,4.96,0,0,1.86,12.32,3.01,13.76,1.84,28.37,0.92,1.71,3.83,12.71,4.69,0,B,0.54,0
9024,W,1,3,F,33.64,0.27,0.44,3.77,0,0,1.50,9.63,0.96,11.12,1.14,23.33,0.04,2.59,8.21,13.05,3.83,0,B,0.65,1
8445,UE,2,7,B,32.14,1.08,1.45,2.54,1,0,1.65,12.86,0.77,13.67,0.67,34.04,0.66,2.30,4.06,13.35,2.20,0,F,0.48,1
5839,W,2,3,B,29.44,0.38,1.51,4.40,0,0,1.53,12.06,0.50,11.06,0.65,33.71,0.51,2.33,2.70,11.17,4.56,0,F,0.38,1
5190,UE,2,3,F,34.09,1.41,0.44,0.23,1,1,3.35,12.06,3.58,11.12,0.37,26.06,0.87,0.61,4.19,11.64,3.11,0,B,0.53,1
4134,W,1,3,U,19.81,0.74,0.21,1.88,0,0,2.45,8.28,0.42,10.69,0.88,32.68,0.64,3.33,4.45,12.16,4.04,0,V,0.44,1
2522,UE,2,9,B,32.33,1.20,0.91,2.91,1,0,0.85,12.86,2.46,13.46,1.87,32.91,0.28,2.02,4.24,12.93,1.91,0,B,0.46,1
5096,W,1,3,F,34.56,0.24,1.65,5.42,0,0,3.29,8.06,0.66,10.96,0.89,17.92,0.96,2.47,7.92,13.08,1.91,0,F,0.94,1
821,W,1,3,B,33.98,0.36,1.72,4.53,0,0,2.76,10.52,3.75,10.83,1.01,26.75,0.76,1.31,5.59,12.96,4.38,0,B,0.59,1
7703,W,1,5,F,29.05,0.53,0.67,1.76,0,0,4.77,6.49,1.60,10.14,1.48,25.56,1.02,1.63,5.56,14.29,2.52,0,V,0.67,1
4759,W,1,3,F,37.21,0.16,0.10,5.19,0,0,1.19,12.41,0.92,11.22,0.96,29.31,0.54,3.98,4.55,13.72,1.81,0,F,0.55,1
3988,W,1,3,F,32.83,0.54,1.59,5.08,0,0,3.21,10.81,1.93,11.00,1.27,20.55,1.05,0.58,4.90,12.52,4.27,0,B,0.69,1
9378,W,2,5,F,13.07,0.67,0.72,7.40,0,0,1.49,3.87,0.18,5.28,0.69,29.14,0.91,2.70,8.38,13.42,1.12,0,V,0.55,1
8620,FE,1,4,B,35.26,0.95,1.33,1.51,1,1,2.03,12.32,2.56,12.49,0.54,22.59,0.35,1.03,1.85,7.86,1.00,0,B,0.37,0
3808,FE,2,9,F,33.37,1.56,0.65,2.37,0,1,0.87,14.36,1.00,13.93,0.24,40.02,0.06,3.14,4.46,13.07,0.05,1,F,0.37,1
3562,FE,2,9,B,35.83,-0.04,0.02,5.14,0,0,0.80,12.44,0.94,13.08,1.43,21.32,0.36,2.48,2.65,6.97,0.87,1,F,0.34,1
4023,W,2,6,F,27.22,0.58,1.20,3.58,0,0,5.15,5.67,2.78,7.17,2.15,15.66,0.51,0.40,8.56,13.85,3.12,0,B,1.11,0
3580,W,1,3,F,39.16,0.44,1.76,2.05,0,0,3.65,9.87,4.58,10.74,1.03,24.16,0.77,2.14,6.17,13.31,4.34,0,B,0.69,1
1207,UE,1,3,F,32.39,-0.03,2.19,6.82,0,0,2.01,12.25,0.87,11.08,0.77,32.60,0.33,2.95,5.24,13.00,4.43,0,F,0.48,1
609,UE,2,7,F,26.70,0.70,0.11,5.23,1,0,1.49,13.06,2.18,14.42,1.59,34.06,0.34,2.58,4.74,13.32,2.57,0,F,0.47,1
8564,W,2,6,F,41.28,0.34,0.92,3.03,0,0,1.83,11.25,1.41,12.39,2.83,20.75,2.65,3.31,3.27,15.14,4.23,0,B,1.02,0
8749,UE,2,5,B,32.72,1.02,2.55,0.20,0,1,1.81,12.23,2.89,12.80,1.17,29.23,0.38,1.97,5.77,14.37,2.29,0,B,0.60,1
5087,UE,1,3,F,31.93,-0.05,2.64,7.67,0,0,2.34,11.99,2.96,10.81,0.94,30.71,0.41,2.71,5.08,13.77,1.71,0,F,0.53,1
961,W,1,4,B,36.49,0.49,1.97,2.29,0,0,3.65,15.47,1.90,14.64,1.65,39.07,0.39,1.50,3.89,12.62,1.13,0,F,0.37,0
919,W,1,15,F,32.82,0.24,1.21,5.12,0,0,10.84,8.19,4.15,14.84,4.41,11.34,1.07,0.06,6.13,4.72,0.08,0,U,0.50,1
7981,UE,2,4,F,35.73,-0.15,2.17,8.10,0,0,2.06,11.29,1.43,12.89,0.14,24.53,1.22,4.09,4.48,13.56,1.12,0,B,0.68,0
4200,W,1,5,F,30.36,0.75,1.74,3.79,0,0,5.78,4.05,0.15,9.84,0.16,21.66,1.69,3.12,8.56,14.88,3.08,0,V,0.93,1
1895,UE,1,5,B,31.87,0.61,1.03,3.48,0,0,1.19,14.12,1.99,13.80,0.84,30.95,0.57,2.53,3.88,12.80,1.89,0,B,0.49,1
9170,UE,2,8,F,32.66,1.44,2.20,1.23,0,0,1.82,12.63,3.47,12.63,1.65,32.69,0.35,3.08,4.93,14.12,3.20,0,B,0.51,0
5443,W,1,7,U,33.86,0.81,1.80,3.85,0,0,3.41,6.83,3.09,7.72,0.20,20.51,3.34,0.06,3.75,14.30,3.11,0,V,1.21,1
6111,W,2,4,F,41.68,0.58,0.28,1.93,0,0,1.04,13.07,1.40,12.82,0.39,25.12,1.25,3.97,2.75,12.61,2.03,0,B,0.59,0
1167,UE,2,7,F,26.43,3.23,3.65,1.04,0,1,3.15,13.97,3.79,13.05,0.77,33.91,1.04,1.69,0.69,14.53,1.25,0,B,0.52,1
2200,UE,1,8,F,42.09,0.96,0.94,0.26,1,1,2.65,14.86,4.60,13.08,2.63,17.38,1.71,1.61,0.28,14.78,2.78,0,U,0.16,0
4822,FE,1,4,B,21.57,0.57,0.72,6.80,1,0,2.83,15.43,2.35,14.66,0.38,39.18,0.51,0.98,2.07,11.60,0.15,1,F,0.33,0
1096,FE,1,8,F,38.39,-0.43,0.71,8.17,0,0,5.52,14.27,4.28,14.89,1.20,34.73,1.02,0.01,2.01,13.16,0.82,1,F,0.46,0
8912,FE,1,16,F,19.74,1.55,0.22,7.29,1,0,4.28,13.83,2.24,13.27,2.00,35.22,0.42,0.85,2.23,14.86,2.41,0,B,0.49,0
1386,UE,2,11,B,37.57,-0.20,3.43,7.44,0,0,2.17,14.02,3.44,14.75,1.40,33.23,0.76,0.92,2.94,13.74,2.15,0,F,0.49,1
8821,FE,2,6,F,26.54,0.89,0.64,1.28,1,0,7.87,12.68,4.93,15.16,2.53,22.26,0.52,2.67,6.58,4.17,2.47,1,U,0.21,0
6205,UE,2,12,B,30.47,2.14,0.32,1.11,0,1,4.83,15.62,2.60,15.25,2.22,35.32,0.69,0.66,2.85,12.96,2.82,0,F,0.42,0
8171,UE,1,3,F,41.17,0.83,0.20,0.94,0,1,2.37,12.73,2.46,11.06,0.78,26.99,1.57,2.19,3.53,13.79,4.35,0,F,0.65,1
3821,UE,1,12,F,42.78,0.47,0.56,1.23,1,0,4.87,13.36,3.66,13.73,1.19,30.94,1.08,0.91,4.45,14.10,2.71,1,F,0.57,0
8903,UE,1,7,U,24.33,-0.01,0.07,8.90,0,0,1.71,14.57,2.73,14.21,1.06,39.52,0.53,1.71,2.71,13.18,1.72,0,F,0.39,1
4942,FE,2,10,B,23.78,3.68,0.98,6.76,0,0,6.82,14.87,4.23,15.15,2.59,30.15,0.24,0.89,5.07,11.12,1.56,1,B,0.43,0
3419,W,1,7,U,11.73,0.13,3.92,10.11,0,0,3.01,5.24,2.00,6.73,0.61,31.68,1.38,0.76,6.75,15.37,2.92,0,V,0.59,1
6,FE,1,9,B,14.99,-0.34,3.34,9.71,0,0,2.52,4.96,1.57,6.21,0.62,34.95,0.28,1.05,7.10,13.58,2.77,0,V,0.46,1
6301,UE,2,5,B,31.93,0.07,0.28,5.81,1,0,3.05,15.24,3.94,14.84,0.91,37.74,0.52,0.86,3.12,12.42,3.34,0,F,0.40,1
7545,W,2,9,F,40.15,0.44,1.67,3.44,0,0,3.77,12.96,2.33,14.01,1.30,30.73,0.70,2.37,4.81,13.55,2.49,1,F,0.55,1
3264,W,1,6,F,29.95,0.24,0.63,5.79,0,0,5.27,12.70,2.18,15.41,2.34,20.03,0.07,2.57,6.25,5.65,0.04,1,F,0.28,0
5873,W,1,6,F,39.91,0.22,1.24,5.60,0,0,4.58,11.28,1.97,14.79,4.92,17.42,2.14,3.79,3.00,9.55,2.34,0,B,0.71,0
4696,FE,2,8,B,22.52,1.55,0.15,5.03,1,0,4.83,16.01,1.45,14.84,3.24,37.79,0.78,1.27,0.88,12.29,2.58,0,F,0.37,0
33,UE,1,16,B,30.50,0.62,0.12,4.03,1,0,2.60,12.86,3.18,13.44,0.64,30.43,0.74,1.24,3.54,14.54,2.33,0,B,0.57,0
5977,UE,2,9,B,34.08,-0.42,3.70,9.06,0,0,2.75,13.18,4.64,14.32,2.14,33.46,0.38,0.65,4.92,12.63,3.04,0,F,0.46,1
1141,W,1,6,F,36.75,0.69,0.26,3.32,0,0,4.41,13.12,0.62,14.36,3.62,17.48,1.05,3.09,0.53,6.29,0.66,0,U,0.38,0
4908,FE,1,7,B,18.84,2.22,3.19,3.84,0,1,1.29,4.91,2.32,4.63,1.06,28.19,0.71,0.64,6.68,8.74,3.68,1,V,0.34,1
6650,FE,1,7,B,36.55,0.51,1.24,0.31,1,1,5.27,14.01,3.31,14.88,1.89,33.60,0.51,1.31,3.38,14.08,0.88,1,B,0.49,1
2662,UE,1,21,F,26.40,3.94,1.66,4.00,0,0,2.95,14.00,1.31,13.11,1.50,27.97,0.34,1.45,0.60,6.45,2.63,0,B,0.32,1
3729,UE,2,5,B,34.14,-0.11,3.21,6.74,0,0,2.04,13.93,3.50,14.82,1.67,33.59,0.59,0.99,2.88,11.51,2.01,0,F,0.41,1
1318,W,1,7,B,15.73,0.72,2.34,4.12,0,0,1.50,4.04,0.07,4.53,1.34,14.76,0.90,2.60,8.47,6.02,4.87,1,V,0.51,1
3591,W,2,22,F,35.94,0.60,1.63,3.20,0,0,1.64,12.84,2.22,14.38,1.65,22.60,0.61,1.31,4.58,5.15,1.39,1,U,0.23,0
8282,W,2,4,F,37.81,0.10,0.32,6.45,0,0,5.55,12.33,3.89,11.80,1.63,23.78,1.35,2.04,3.85,13.48,0.80,1,B,0.70,0
5486,FE,1,7,B,20.54,-0.11,1.77,8.70,0,0,4.82,13.35,2.29,13.04,2.52,34.74,0.24,2.71,5.89,14.21,2.09,1,B,0.49,1
8973,FE,2,14,F,40.53,0.40,0.72,1.65,1,0,4.35,12.63,5.30,15.39,1.94,25.92,0.66,0.77,6.56,12.30,3.32,0,F,0.59,0
3597,UE,2,6,U,36.91,-0.05,1.49,7.24,0,0,1.70,12.46,3.59,12.48,1.89,32.46,0.46,2.70,4.41,14.61,3.61,0,B,0.56,0
3507,UE,1,5,B,30.88,-0.01,3.63,5.68,0,0,0.76,13.56,2.11,12.82,1.89,35.35,0.69,2.14,2.37,14.15,2.34,0,B,0.47,1
2482,UE,2,4,B,23.34,0.62,0.21,2.64,1,0,6.84,9.93,3.23,11.37,3.45,23.08,0.48,1.45,6.07,14.05,2.18,1,B,0.76,0
731,W,1,5,B,18.76,0.44,3.20,6.80,0,0,0.50,10.74,2.75,10.31,2.50,25.52,0.09,2.08,3.87,5.12,3.30,0,B,0.33,1
7411,UE,2,10,B,32.58,-0.01,3.97,6.47,0,0,1.53,14.13,3.27,13.86,1.76,32.08,0.90,1.14,2.11,13.66,2.43,0,B,0.50,0
4738,UE,1,3,F,35.97,0.44,0.29,2.81,1,0,1.76,9.26,0.14,10.92,0.72,22.31,0.96,3.28,6.32,13.67,2.54,0,B,0.76,1
1975,UE,1,4,F,31.89,-0.02,2.64,6.86,0,0,1.71,14.19,2.84,13.94,1.15,32.96,0.55,3.25,2.51,12.94,3.33,0,B,0.46,0
2495,UE,2,8,F,39.36,0.57,0.52,1.88,1,0,1.13,12.57,1.28,12.41,2.40,23.33,2.23,3.44,3.32,15.37,3.69,0,B,0.85,0
858,W,2,12,F,36.08,1.34,0.25,1.46,0,0,6.06,15.95,4.12,15.52,1.92,34.02,0.50,0.46,4.10,11.66,0.14,0,F,0.41,0
3034,FE,2,4,B,22.87,-0.05,3.89,8.43,0,0,4.96,15.46,3.07,13.93,1.65,38.87,0.20,0.48,4.27,12.66,1.25,0,F,0.37,0
5628,UE,1,8,F,36.38,1.57,1.22,3.08,0,1,4.47,15.67,1.54,14.82,2.85,37.37,0.62,1.53,1.99,12.40,3.41,0,F,0.38,0
5604,UE,2,13,F,35.20,-0.12,2.24,7.62,0,0,0.89,13.63,2.08,12.76,1.91,34.49,0.97,3.58,1.92,15.60,3.73,0,B,0.55,1
163,W,1,3,F,32.35,0.44,0.32,4.39,0,0,3.55,14.10,1.67,11.27,0.47,28.58,1.24,2.75,1.71,12.23,4.69,0,F,0.48,1
1658,FE,2,5,F,30.20,2.89,1.46,1.41,0,1,3.61,15.66,1.72,14.77,1.78,36.77,0.08,0.80,4.12,10.79,3.87,0,B,0.32,1
3738,UE,1,5,B,26.65,0.69,0.79,0.05,1,0,5.19,4.85,1.19,9.89,0.06,22.08,1.68,1.70,7.67,15.68,3.11,1,V,0.84,1
49,UE,1,3,F,37.33,-0.10,0.93,7.56,0,0,4.28,14.15,1.00,10.95,1.85,24.49,1.69,1.90,1.74,13.31,3.33,0,B,0.65,1
7885,UE,2,4,B,29.57,-0.09,3.94,7.93,0,0,2.16,14.21,1.45,12.81,0.19,31.86,0.97,2.28,0.79,12.79,1.40,1,F,0.45,0
9256,UE,1,5,B,21.20,-0.04,1.16,6.26,0,0,5.77,7.11,1.30,12.79,2.32,23.61,1.00,2.01,5.45,13.14,4.53,0,V,0.73,1
8495,UE,1,4,F,31.73,0.81,0.11,4.42,1,0,4.12,13.76,1.49,12.79,2.51,27.82,1.04,3.79,2.93,13.12,1.10,1,F,0.54,0
5651,UE,1,5,F,37.90,0.95,0.55,0.59,1,0,6.43,13.15,4.54,13.15,1.88,22.72,1.67,1.22,0.95,13.63,1.14,1,B,0.76,1
7415,W,1,5,F,35.22,0.83,0.41,1.38,0,0,2.48,12.27,0.93,11.42,1.40,32.58,0.25,2.28,5.45,14.78,1.75,0,B,0.52,1
8962,FE,1,5,B,19.69,-0.05,0.23,6.26,0,0,2.60,6.64,0.59,9.21,1.00,31.53,0.72,4.08,5.82,15.55,2.71,1,V,0.61,1
3078,UE,1,9,B,31.34,-0.22,3.05,7.92,0,0,0.46,13.50,2.45,13.25,2.84,31.86,0.63,1.82,1.58,12.85,3.13,0,B,0.47,1
1065,W,2,11,F,34.13,0.33,0.67,4.96,0,0,4.65,15.00,3.02,14.77,1.62,28.33,0.48,0.70,1.65,9.31,1.53,0,F,0.35,1
7833,UE,1,4,B,34.97,0.40,0.17,3.27,1,0,7.28,14.34,4.32,12.18,2.63,29.13,1.17,0.25,2.62,13.80,1.81,1,B,0.59,0
5931,W,1,3,F,44.02,0.14,1.54,5.06,0,0,1.24,11.09,2.75,10.95,1.51,21.94,1.00,2.92,6.03,12.72,2.47,0,F,0.70,1
8747,UE,1,5,B,30.41,1.04,0.79,2.62,1,0,3.11,12.46,4.73,14.64,2.51,30.91,0.46,0.98,4.21,11.94,3.12,0,B,0.46,1
5137,W,1,17,F,28.43,0.18,1.19,6.69,0,0,6.28,12.80,2.67,13.13,3.60,21.78,0.41,0.86,2.52,7.29,1.00,0,F,0.35,1
7269,W,1,12,F,41.27,0.77,0.08,0.66,0,0,2.92,12.79,0.57,14.34,3.05,22.96,1.47,2.93,4.63,12.96,4.25,0,F,0.72,0
4717,UE,1,6,B,32.33,0.35,0.24,2.95,1,0,6.11,12.40,4.00,14.65,1.68,24.92,1.03,1.38,5.41,13.97,2.90,1,B,0.70,0
8757,UE,1,7,B,27.98,1.25,0.08,2.52,1,0,0.29,13.17,1.88,13.31,2.14,34.34,0.46,2.08,2.38,13.09,1.53,0,B,0.44,1
9272,UE,2,12,B,38.71,-0.22,0.28,6.15,0,0,4.88,15.40,1.62,14.91,3.23,32.41,0.63,1.42,2.79,13.61,1.76,0,F,0.49,0
173,W,1,4,F,39.15,0.61,0.47,1.20,0,0,3.00,12.51,2.33,14.47,0.06,26.05,0.49,2.95,7.77,14.42,0.05,0,F,0.70,0
6875,FE,1,4,F,31.14,3.31,2.73,4.56,0,1,5.34,15.09,1.84,13.41,3.23,34.62,0.10,1.44,5.00,11.67,2.72,0,F,0.38,0
5241,UE,1,5,F,36.08,-0.09,2.09,7.74,0,0,0.64,11.69,2.30,12.00,2.86,29.22,0.65,3.58,4.82,15.12,2.41,0,B,0.63,1
301,W,2,14,F,20.24,0.79,1.17,2.59,0,0,2.94,4.09,1.35,6.03,0.85,21.99,1.74,3.74,8.38,15.57,3.71,0,V,0.88,0
5899,UE,2,11,B,32.30,1.43,0.42,0.99,1,1,3.15,14.37,2.70,14.23,0.45,31.55,0.34,2.45,5.09,12.36,2.85,1,B,0.46,1
1830,UE,2,3,F,28.19,0.95,0.36,3.13,1,0,2.74,12.65,3.78,10.91,1.65,31.57,1.23,1.59,1.14,12.26,3.76,0,U,0.46,1
1312,UE,2,4,F,35.57,-0.13,2.94,7.46,0,0,2.97,13.12,0.72,11.33,1.66,28.98,0.89,3.73,1.87,12.78,0.96,1,B,0.54,0
8700,FE,1,6,F,35.26,0.38,0.72,3.81,1,0,4.43,14.79,2.70,14.32,1.70,36.85,0.40,1.70,4.28,12.33,0.82,1,F,0.39,0
3185,UE,2,6,F,31.84,1.09,1.04,1.19,1,0,1.58,13.49,0.07,14.21,1.34,32.57,0.86,3.60,3.40,13.35,0.99,1,F,0.50,0
6157,W,1,15,U,15.90,0.16,2.23,9.20,0,0,3.10,8.85,4.13,11.60,2.68,22.50,1.01,1.97,5.25,14.48,3.34,0,B,0.87,1
6356,UE,1,14,B,30.39,1.92,3.06,0.61,0,1,3.53,13.62,3.96,14.97,0.69,38.60,0.41,0.71,3.37,14.59,1.39,0,F,0.44,0
2864,UE,1,4,F,32.16,1.51,0.46,0.82,0,1,3.59,15.04,2.79,13.40,0.41,38.55,0.40,1.01,2.32,11.50,1.02,0,F,0.34,0
4385,W,1,3,F,38.14,0.46,1.28,1.20,0,0,2.71,10.87,4.34,10.95,1.63,26.00,0.66,2.69,5.61,12.94,4.43,0,B,0.62,1
8843,W,1,11,B,24.72,0.39,0.75,4.12,0,0,2.51,13.28,2.83,11.08,1.61,32.38,0.96,1.37,1.60,13.05,4.13,0,B,0.51,1
8155,UE,1,14,B,32.36,-0.10,3.64,7.66,0,0,2.14,14.22,3.13,14.68,1.05,34.83,0.63,1.47,3.30,12.67,2.66,0,F,0.43,0
4590,FE,1,6,F,27.35,-0.71,3.00,10.75,0,0,4.75,14.82,3.21,14.32,1.52,36.06,0.59,0.05,3.54,14.88,2.31,0,U,0.49,0
5424,W,2,5,B,35.77,0.28,0.19,2.97,0,0,2.61,13.29,3.96,13.37,1.35,31.85,0.81,1.11,2.96,12.47,3.97,0,B,0.48,1
6742,W,1,3,U,31.18,0.28,1.05,2.31,0,0,6.36,5.56,3.16,10.94,0.24,14.80,1.53,1.74,8.39,12.03,5.20,0,F,1.15,1
1442,W,1,17,F,22.75,0.71,1.54,4.00,0,0,1.71,12.52,3.41,12.38,1.71,31.64,0.30,2.20,4.32,6.77,4.16,0,F,0.36,1
4434,W,1,7,B,20.84,0.31,0.78,5.99,0,0,5.88,6.26,3.42,11.38,0.50,12.22,0.45,0.99,8.01,7.03,1.32,0,B,0.61,1
626,W,2,9,F,38.06,0.04,0.74,5.69,0,0,2.56,13.35,1.89,12.99,0.64,32.59,0.74,2.05,4.68,15.56,0.29,1,F,0.58,1
4154,W,1,10,B,31.60,0.56,1.89,3.61,0,0,2.70,11.08,1.04,12.44,1.29,14.94,2.07,2.98,3.33,2.30,3.69,1,U,0.26,0
186,FE,1,5,B,31.10,-0.16,4.06,8.27,0,0,4.08,14.84,2.72,13.04,0.94,32.86,0.74,0.26,1.70,13.90,3.53,0,F,0.48,1
7035,UE,2,7,F,34.81,0.12,0.20,5.48,1,0,2.36,12.27,3.03,13.65,1.11,32.63,0.56,1.79,4.51,12.87,3.81,0,F,0.47,1
3585,UE,2,3,F,29.80,0.89,0.29,3.32,1,0,4.25,13.76,3.37,11.17,0.00,26.57,1.53,0.52,1.64,12.49,2.34,1,B,0.57,1
7109,W,1,8,F,26.78,0.71,0.95,6.63,0,0,7.71,5.68,1.44,13.31,0.31,16.40,1.42,2.67,9.87,15.65,3.08,1,F,1.61,0
5524,W,1,7,B,16.76,0.83,2.26,2.53,0,0,3.80,6.27,2.99,9.15,0.52,13.73,0.30,1.56,7.89,5.45,4.44,0,B,0.50,1
2578,W,1,4,B,28.43,0.13,0.57,6.62,0,0,4.12,14.57,1.67,12.87,2.08,41.30,0.42,1.68,1.81,12.42,1.52,0,F,0.34,0
6289,W,1,4,B,14.37,0.65,0.96,5.32,0,0,5.65,7.18,1.01,12.34,1.29,23.06,0.81,2.43,5.60,13.59,2.67,1,V,0.75,0
4877,W,1,7,F,32.76,0.20,1.35,2.10,0,0,9.33,4.88,2.79,14.17,1.91,14.24,0.62,1.60,9.67,12.96,1.95,0,F,1.27,1
5319,UE,1,11,B,34.75,-0.17,0.09,5.97,0,0,3.11,13.30,4.33,13.69,1.24,31.86,0.47,0.67,4.64,13.08,3.26,0,F,0.52,1
7383,FE,1,14,B,25.15,-0.09,0.84,6.10,0,0,7.79,7.67,3.50,15.35,2.18,14.50,0.84,0.79,7.68,10.25,0.72,0,F,0.86,0
5081,UE,1,7,B,27.66,-0.09,2.32,4.68,0,0,0.50,11.97,1.66,12.42,1.87,24.44,0.51,2.30,3.40,12.33,2.92,0,B,0.60,1
3242,W,1,8,F,31.30,0.98,0.26,4.17,0,0,3.26,14.36,1.64,14.01,1.61,33.74,0.62,1.28,1.10,13.46,3.90,0,B,0.46,0
2492,UE,2,6,F,33.15,-0.27,2.80,8.42,0,0,4.56,13.10,3.67,13.16,0.89,35.28,0.70,0.85,4.22,15.28,1.59,1,F,0.54,0
7834,W,2,10,B,19.80,0.22,0.67,4.03,0,0,4.03,7.43,0.99,11.46,1.20,26.86,0.19,2.80,5.11,11.63,4.60,0,V,0.53,0
8185,UE,2,8,F,32.87,0.54,0.34,3.72,1,0,2.41,12.91,4.04,13.31,1.67,33.93,0.29,2.52,5.19,13.56,3.82,0,B,0.51,0
4616,UE,1,12,B,31.40,0.41,0.02,2.45,0,0,6.04,12.97,4.54,13.50,1.48,30.34,0.58,0.30,5.44,14.77,0.58,1,B,0.59,0
498,UE,2,5,F,33.23,1.65,0.59,0.58,0,1,3.40,14.28,2.08,13.03,1.09,32.66,0.33,1.20,4.15,13.80,1.84,0,B,0.48,1
8786,W,1,4,F,40.20,0.33,0.85,3.74,0,0,1.41,12.41,0.73,13.67,1.36,24.58,1.04,3.32,4.99,13.05,2.47,0,F,0.65,0
7749,UE,1,3,B,22.24,0.72,0.30,3.17,1,0,0.49,11.29,1.96,11.03,1.54,25.70,0.40,2.15,5.20,13.03,2.97,0,F,0.62,1
7732,W,1,12,F,39.32,0.26,0.50,4.98,0,0,0.86,12.90,1.00,13.27,1.77,24.14,1.67,3.67,2.82,13.98,0.84,0,B,0.70,0
1274,UE,2,5,B,29.93,-0.54,4.03,9.99,0,0,2.47,14.49,1.82,13.63,0.50,33.13,0.78,2.26,0.88,12.86,1.45,1,B,0.44,1
3232,UE,1,6,U,33.81,-0.01,1.77,8.01,0,0,6.52,14.54,4.23,14.88,2.28,32.36,0.31,1.24,5.93,12.84,0.80,1,F,0.47,0
5392,UE,2,6,B,29.39,1.39,0.96,0.21,0,1,0.59,13.22,0.25,12.71,0.55,34.55,1.02,2.88,2.11,14.89,0.16,1,F,0.51,0
5521,UE,2,4,F,31.12,-0.03,4.06,8.10,0,0,3.63,14.65,3.96,14.16,0.37,33.60,0.25,1.42,5.22,11.44,0.53,0,F,0.39,0
8874,UE,1,3,F,32.90,0.80,0.02,1.01,0,1,4.13,10.13,2.73,11.36,1.21,21.91,0.41,0.57,7.98,13.28,3.10,0,B,0.74,1
9242,FE,1,3,U,16.68,1.58,1.58,0.87,0,1,2.17,12.97,0.88,11.38,0.59,32.98,0.80,1.20,1.34,12.37,4.48,0,F,0.41,1
9379,FE,1,11,B,29.06,-0.05,0.33,6.97,0,0,2.81,13.07,4.40,13.64,1.64,31.52,0.46,0.36,4.51,12.65,3.09,0,F,0.49,1
236,W,1,6,F,39.10,0.42,2.64,2.79,0,0,9.11,5.88,1.97,14.99,2.33,10.74,2.30,1.66,7.05,4.25,0.01,1,F,0.68,0
8659,FE,1,6,B,21.51,-0.25,1.14,8.60,0,0,10.59,12.40,1.20,11.50,9.35,24.07,0.39,1.50,6.66,12.54,2.88,0,F,0.59,0
1774,W,1,6,B,36.60,0.47,0.28,2.86,0,0,1.00,12.31,2.71,12.98,1.97,28.24,0.78,1.99,4.63,13.98,3.57,0,B,0.60,0
4757,W,2,4,F,34.36,0.47,0.18,4.42,0,0,2.70,10.64,0.66,12.94,0.78,22.30,0.51,3.42,6.66,12.54,2.59,0,F,0.68,0
5892,UE,2,8,F,40.38,-0.11,2.97,7.97,0,0,2.87,12.75,2.68,14.13,0.16,34.38,0.34,2.25,5.98,14.44,2.65,0,F,0.51,0
988,W,1,4,B,32.77,0.44,0.50,2.46,0,0,1.79,13.97,3.15,13.30,1.49,34.74,0.43,1.95,3.37,10.24,2.83,0,B,0.33,0
299,UE,2,4,B,27.92,1.38,0.76,2.24,1,0,1.64,12.37,3.97,12.22,2.33,29.29,0.97,0.85,4.38,12.72,1.91,0,B,0.54,0
6144,W,2,3,F,39.66,0.06,1.04,6.55,0,0,4.01,12.84,2.53,11.13,1.10,23.67,1.05,2.11,4.86,12.24,2.70,0,F,0.60,1
