count,id,winner,forced.error,unforced.error,final.shot.won,server.is.impact.player,first.serve,rally,same.side,forehand,backhand,volley,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.forehand,previous.backhand,previous.volley,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,previous.time.to.net,opponent.depth,opponent.distance.from.center
135,4797,0,1,0,0,1,1,5,0,1,0,0,31.32,0.86,0.33,2.66,1,0,1.25,13.73,0.82,13.52,0.41,1,0,0,33.06,0.43,2.96,5.46,0.49,13.81,0.56
136,3392,0,1,0,0,0,0,6,1,1,0,0,35.21,0.87,1.04,0.68,0,1,2.53,13.15,1.87,13.21,0.66,1,0,0,37.24,0.30,2.32,4.78,0.43,13.73,1.24
137,3444,1,0,0,1,1,1,3,0,1,0,0,35.19,0.66,1.28,0.56,0,0,3.12,9.66,3.70,11.26,1.03,1,0,0,18.74,2.24,0.96,4.39,0.89,12.73,4.84
138,3145,0,1,0,0,0,1,6,0,1,0,0,28.43,1.76,0.28,0.74,1,0,1.91,14.58,2.06,14.38,0.17,1,0,0,36.98,0.65,1.73,1.92,0.42,13.70,0.88
139,1077,0,0,1,0,1,1,7,1,1,0,0,17.70,1.56,2.00,4.36,1,1,0.80,4.29,0.67,4.19,1.46,0,0,1,34.22,0.11,3.69,7.79,0.30,9.22,1.81
140,3929,0,1,0,0,0,0,6,0,0,1,0,26.83,-0.03,3.43,6.28,0,0,2.72,12.99,4.36,12.78,1.65,0,1,0,29.46,0.80,0.27,3.95,0.56,13.29,2.77
141,5852,1,0,0,1,0,1,6,0,1,0,0,34.42,0.44,2.07,4.03,0,0,5.70,6.89,1.54,12.59,1.30,0,0,1,17.93,4.14,3.47,5.52,1.23,14.58,4.53
142,1129,1,0,0,1,1,0,5,0,0,1,0,31.09,0.52,0.12,2.81,0,0,3.28,14.32,3.24,13.42,0.08,0,1,0,34.47,0.76,0.60,2.72,0.45,13.48,0.61
143,4075,0,1,0,0,1,1,3,0,1,0,0,35.69,-0.08,1.65,7.52,0,0,2.30,12.38,3.26,11.29,1.24,0,1,0,26.17,1.16,2.44,2.96,0.59,12.89,2.69
144,2994,0,1,0,0,0,1,8,1,0,1,0,34.05,1.19,3.08,0.58,0,1,3.17,14.84,2.75,13.53,0.13,0,1,0,32.85,1.14,0.96,0.21,0.47,13.45,0.92
145,3675,0,1,0,0,1,0,3,0,1,0,0,35.04,-0.03,1.81,6.88,0,0,1.69,13.53,2.21,12.13,1.25,0,1,0,30.00,1.07,3.36,2.27,0.52,13.29,2.60
146,5952,0,0,1,0,0,0,4,0,0,1,0,27.17,0.00,3.78,6.11,0,0,4.97,14.12,1.85,12.14,2.71,1,0,0,31.53,0.44,0.73,3.00,0.45,12.25,3.46
147,5436,1,0,0,1,0,0,12,1,0,1,0,19.51,0.44,1.57,6.00,0,0,4.35,3.45,3.51,6.43,0.35,0,0,1,17.48,2.60,0.07,9.44,1.49,16.69,3.41
148,5809,0,1,0,0,0,1,8,0,0,1,0,25.52,0.61,0.44,1.01,0,1,3.09,10.30,2.83,13.19,1.74,0,1,0,22.85,0.29,2.07,8.67,0.82,14.29,0.72
149,5163,0,1,0,0,0,1,10,0,1,0,0,35.75,0.81,1.10,3.60,0,1,3.01,9.97,3.77,12.48,2.12,0,1,0,25.16,0.48,2.59,6.06,0.79,14.84,3.41
150,3035,0,0,1,0,0,1,4,0,0,0,0,11.52,-0.95,0.69,6.79,1,0,5.71,17.44,5.55,16.11,0.00,1,0,0,34.37,0.53,0.06,4.83,0.43,13.07,1.34
151,5002,0,0,1,0,0,1,4,0,0,1,0,32.78,1.56,0.93,0.21,0,1,3.10,15.90,1.29,14.62,1.54,1,0,0,37.99,0.38,2.15,2.84,0.34,11.70,0.58
152,1315,1,0,0,1,1,1,3,0,1,0,0,37.42,0.37,0.98,3.72,0,0,1.11,10.01,1.51,11.07,1.19,0,1,0,18.28,2.16,1.75,4.09,0.87,11.90,2.89
153,3454,1,0,0,1,0,0,6,0,1,0,0,35.10,0.51,1.06,4.33,0,0,1.89,14.42,1.32,13.99,0.52,0,1,0,32.49,0.92,1.50,1.12,0.39,11.46,3.34
154,5249,0,1,0,0,1,1,5,1,0,1,0,14.76,-0.12,0.97,9.99,0,0,1.04,11.77,0.14,11.08,0.63,0,1,0,26.23,0.22,3.95,3.95,0.59,12.89,2.04
155,1248,1,0,0,1,1,1,5,0,1,0,0,30.66,0.57,0.94,3.25,0,0,1.16,12.34,0.31,11.78,1.33,0,1,0,32.39,0.81,3.33,0.87,0.52,14.61,3.62
156,1498,0,1,0,0,0,1,6,0,0,1,0,34.45,1.00,2.51,0.22,0,1,3.11,12.69,1.62,12.64,1.50,1,0,0,24.35,1.00,1.41,5.13,0.71,14.17,2.26
157,244,0,0,1,0,0,1,4,0,1,0,0,23.89,6.07,0.74,0.21,0,0,3.72,17.46,2.74,16.13,0.73,1,0,0,33.58,0.82,0.65,3.29,0.44,13.01,4.14
158,5255,0,1,0,0,1,0,3,0,0,1,0,33.69,1.28,4.04,1.43,0,1,1.35,12.56,0.16,11.39,0.84,0,1,0,24.73,0.89,3.20,2.24,0.50,11.08,3.71
159,3346,1,0,0,1,1,1,5,0,1,0,0,19.86,0.19,0.88,2.48,0,0,3.17,5.13,1.17,6.73,1.58,0,0,1,32.98,0.25,2.03,7.26,0.55,15.02,0.63
160,796,1,0,0,1,1,1,7,1,1,0,0,24.75,2.89,3.13,1.13,0,0,4.96,13.28,1.74,14.71,3.00,1,0,0,22.98,0.45,2.25,3.50,0.34,7.60,0.79
161,4160,0,0,1,0,0,0,12,0,1,0,0,12.37,-0.95,3.52,0.73,0,1,0.41,11.43,1.13,11.80,0.96,1,0,0,18.81,0.27,3.88,2.97,0.33,6.46,0.56
162,3327,0,1,0,0,1,1,3,0,1,0,0,29.41,-0.16,2.36,7.59,0,0,1.25,11.03,0.54,11.36,0.67,1,0,0,26.82,0.14,2.55,6.99,0.51,12.17,2.33
163,3168,0,0,1,0,1,0,7,0,0,1,0,18.86,-0.02,1.05,8.36,0,0,4.03,12.72,4.89,13.12,0.89,0,1,0,33.20,0.47,0.77,5.75,0.56,14.49,4.77
164,3116,0,0,1,0,1,0,3,0,1,0,0,25.17,1.44,3.19,0.79,0,1,0.96,12.17,2.55,11.64,1.75,1,0,0,37.33,0.71,1.14,1.41,0.32,10.71,4.61
165,2142,0,1,0,0,0,1,6,0,1,0,0,39.80,0.62,0.33,0.15,1,0,1.88,12.49,1.54,11.65,0.14,0,1,0,25.64,0.75,1.54,4.67,0.70,15.05,1.53
166,990,1,0,0,1,0,0,12,1,0,0,1,15.02,0.01,3.22,11.71,0,0,1.76,3.46,1.89,4.80,0.75,0,0,1,26.95,0.26,1.59,8.61,0.57,13.06,2.94
167,5283,1,0,0,1,1,1,5,0,1,0,0,33.86,0.50,2.32,6.26,0,0,4.75,3.44,1.36,8.09,0.41,0,0,1,18.46,2.11,3.72,8.89,1.05,13.44,3.65
168,6069,1,0,0,1,1,1,3,0,1,0,0,34.09,0.61,1.44,4.03,0,0,2.53,12.94,2.54,10.70,1.36,0,1,0,21.95,2.13,1.09,1.93,0.68,11.90,2.95
169,4988,0,1,0,0,0,1,12,1,1,0,0,29.88,1.21,0.65,3.33,1,0,2.85,12.31,2.33,11.26,0.32,1,0,0,30.87,0.40,2.14,5.66,0.57,14.28,1.17
170,3170,0,1,0,0,0,1,6,1,1,0,0,32.99,1.11,1.32,0.56,0,1,3.32,12.06,1.64,12.61,1.64,1,0,0,25.92,0.07,3.05,7.88,0.61,13.18,0.96
171,4966,1,0,0,1,1,0,9,0,1,0,0,32.61,0.39,0.02,6.39,0,0,0.40,12.85,1.88,12.62,1.55,1,0,0,23.95,1.40,1.83,2.04,0.78,14.06,3.72
172,1473,0,1,0,0,0,0,6,1,0,1,0,33.61,0.16,0.42,4.37,1,0,3.89,13.47,3.30,13.26,0.59,0,1,0,34.97,0.67,1.13,3.06,0.45,13.26,2.12
173,2998,0,1,0,0,1,1,3,0,0,1,0,30.55,0.56,0.80,3.34,0,0,1.13,12.53,0.69,11.42,0.45,0,1,0,28.57,0.47,3.53,3.83,0.47,11.54,3.40
174,4535,0,0,1,0,1,1,3,0,1,0,0,33.39,-0.08,0.39,6.62,0,0,2.03,10.87,3.57,11.74,1.73,1,0,0,25.69,0.77,1.50,5.04,0.53,10.95,5.29
175,2353,0,1,0,0,0,0,6,1,1,0,0,36.39,0.06,1.58,6.09,0,0,1.96,12.72,1.03,13.29,0.84,1,0,0,30.88,0.58,3.13,5.13,0.57,14.40,1.32
176,3082,0,1,0,0,1,0,3,0,0,1,0,23.22,1.38,0.19,3.51,1,0,3.45,13.46,3.81,12.26,0.57,0,1,0,29.48,0.75,0.55,2.90,0.43,11.08,2.40
177,2332,0,0,1,0,0,0,4,0,1,0,0,36.97,0.57,2.17,3.39,0,0,2.02,13.80,0.85,11.79,0.97,0,1,0,25.36,2.25,3.71,0.65,0.67,13.59,1.74
178,309,1,0,0,1,0,1,4,0,1,0,0,34.44,0.08,3.02,5.33,0,0,1.51,13.26,1.74,13.08,0.24,0,1,0,33.42,1.08,1.81,1.62,0.50,13.65,1.93
179,4009,0,0,1,0,1,0,5,0,1,0,0,32.42,-0.37,2.84,8.56,0,0,3.03,13.89,1.99,13.30,0.98,0,1,0,34.73,1.00,1.34,0.21,0.44,13.14,0.52
180,2637,0,0,1,0,1,1,7,0,0,1,0,32.91,0.87,0.56,0.87,1,0,2.24,13.08,2.23,13.12,0.01,0,1,0,26.79,0.18,2.16,4.77,0.36,8.87,0.45
181,2444,1,0,0,1,1,0,11,0,0,1,0,13.85,0.22,2.41,9.67,0,0,2.48,12.41,0.32,12.42,2.79,1,0,0,30.28,0.80,3.00,3.53,0.60,15.13,2.99
182,5252,0,0,1,0,1,1,3,0,0,1,0,24.25,-0.15,2.58,8.17,0,0,0.99,12.45,0.28,11.51,0.57,1,0,0,36.02,0.58,3.58,0.71,0.40,12.62,4.37
183,4335,1,0,0,1,1,1,5,1,1,0,0,35.96,1.01,1.84,2.33,0,0,4.67,5.50,2.58,9.88,0.96,0,0,1,19.41,3.58,2.28,6.50,1.20,15.78,2.70
184,4262,0,1,0,0,1,0,3,0,0,1,0,36.27,1.06,0.14,3.72,0,1,2.10,12.24,1.19,11.65,0.82,1,0,0,23.56,0.96,1.93,4.76,0.62,12.61,2.21
185,141,1,0,0,1,1,0,5,0,1,0,0,32.10,0.28,0.11,3.24,0,0,0.85,11.91,0.33,11.31,0.26,1,0,0,34.07,0.37,3.93,4.04,0.47,13.75,1.49
186,4721,0,1,0,0,1,0,3,0,0,1,0,33.31,-0.03,1.52,5.44,0,0,2.58,11.70,0.93,11.14,1.59,0,1,0,27.41,0.22,2.26,5.76,0.46,11.15,3.09
187,2425,1,0,0,1,1,1,3,0,0,1,0,27.12,0.31,0.57,2.10,0,0,2.01,9.11,1.18,11.06,0.71,0,1,0,25.63,0.06,3.66,7.47,0.55,11.73,4.21
188,2414,1,0,0,1,0,1,4,1,1,0,0,35.57,0.66,0.09,1.18,0,0,3.43,12.73,0.24,12.63,3.66,0,1,0,25.05,0.75,2.75,4.18,0.59,12.70,0.74
189,4690,0,1,0,0,1,1,3,0,0,1,0,31.06,1.14,2.40,0.33,0,1,1.03,12.33,0.92,11.30,0.84,1,0,0,30.65,0.51,3.59,3.64,0.45,12.29,3.90
190,751,1,0,0,1,1,1,3,0,1,0,0,37.61,0.21,1.11,4.06,0,0,0.82,11.33,2.20,11.20,1.39,0,1,0,25.74,0.22,4.03,7.02,0.59,12.99,2.90
191,1362,0,1,0,0,0,1,4,0,0,1,0,32.31,0.89,0.37,1.35,1,0,1.34,14.75,1.14,13.41,1.15,0,1,0,34.80,0.73,2.89,1.08,0.38,12.08,2.31
192,390,0,0,1,0,0,1,4,1,1,0,0,29.78,-0.10,3.84,8.19,0,0,2.71,16.31,3.20,15.68,0.56,1,0,0,43.71,0.68,0.75,1.44,0.32,8.77,0.50
193,2822,0,0,1,0,0,0,4,1,1,0,0,31.88,1.33,2.55,0.20,0,1,4.54,14.15,3.07,12.58,1.19,1,0,0,31.92,1.19,1.10,1.56,0.50,13.18,2.94
194,6111,0,0,1,0,0,0,8,0,0,1,0,23.10,-0.95,2.42,10.27,0,0,2.56,13.58,1.92,13.16,0.60,1,0,0,33.92,0.22,0.87,3.81,0.45,13.27,3.05
195,6095,0,1,0,0,0,0,6,0,0,1,0,35.58,0.96,3.11,2.06,0,0,0.96,12.64,1.77,13.41,1.19,0,1,0,27.44,0.59,2.66,4.89,0.53,12.56,0.93
196,2310,0,0,1,0,0,1,4,1,1,0,0,33.53,-0.27,3.99,8.04,0,0,2.91,14.47,3.11,14.01,0.23,0,1,0,32.35,0.29,0.66,3.08,0.36,10.38,0.59
197,2650,0,1,0,0,1,1,3,0,0,1,0,29.29,-0.04,2.39,6.41,0,0,2.53,8.92,2.34,11.31,1.51,1,0,0,20.18,0.22,1.91,8.77,0.82,13.14,2.03
198,1871,1,0,0,1,1,1,3,0,0,0,1,32.49,-0.02,3.56,11.42,0,0,0.79,12.03,0.50,11.31,0.85,1,0,0,28.53,0.53,3.07,4.39,0.51,12.57,4.48
199,5684,1,0,0,1,1,1,3,0,1,0,0,35.43,0.25,0.02,5.87,0,0,2.89,8.16,2.35,10.89,1.43,0,1,0,16.63,4.81,3.43,5.72,1.38,13.07,4.52
200,3385,1,0,0,1,1,1,3,0,1,0,0,34.13,0.23,1.33,4.45,0,0,1.46,9.98,0.62,11.16,1.48,0,1,0,18.39,1.32,2.66,5.11,0.82,11.93,2.81
201,2660,0,1,0,0,0,0,10,0,1,0,0,38.92,0.98,1.58,0.39,0,1,3.16,12.17,2.30,13.09,0.72,1,0,0,20.79,2.34,2.47,2.87,0.94,14.84,3.19
202,1729,1,0,0,1,0,1,4,1,0,1,0,32.00,0.19,0.56,5.86,0,0,3.23,13.96,3.12,13.46,0.08,0,1,0,31.99,0.25,1.71,4.45,0.39,11.06,0.93
203,3696,0,0,1,0,1,1,5,0,0,1,0,24.81,1.39,0.22,2.51,1,0,2.26,14.00,1.92,12.94,0.08,1,0,0,37.27,0.77,1.46,0.94,0.41,13.48,0.27
204,2057,0,0,1,0,0,1,4,1,1,0,0,31.80,-0.22,0.07,6.93,1,0,2.72,13.87,3.94,13.46,1.25,1,0,0,31.98,0.45,0.56,5.33,0.50,13.73,0.08
205,1257,1,0,0,1,1,1,3,0,1,0,0,37.81,0.80,0.79,0.35,0,0,3.66,10.50,4.30,11.23,0.70,0,1,0,16.55,2.66,0.80,7.29,1.15,12.66,2.77
206,246,0,1,0,0,1,0,11,0,1,0,0,33.47,1.51,1.36,0.11,0,1,2.54,15.28,2.39,14.73,0.09,0,1,0,33.69,0.57,1.40,3.03,0.44,13.01,0.49
207,639,1,0,0,1,1,0,5,1,1,0,0,32.74,0.74,0.60,3.64,0,0,3.42,15.38,3.27,14.36,0.01,1,0,0,33.88,0.47,1.00,2.68,0.34,10.50,0.64
208,1815,1,0,0,1,0,1,4,0,1,0,0,37.05,0.44,0.30,2.42,0,0,2.63,13.18,0.14,12.40,2.37,0,1,0,29.85,0.49,2.96,3.72,0.49,12.73,0.75
209,2713,0,1,0,0,1,0,5,1,1,0,0,28.84,-0.32,1.48,8.73,0,0,3.06,13.87,3.01,12.51,0.26,0,1,0,24.63,0.51,0.54,1.72,0.55,11.59,2.32
210,590,0,0,1,0,1,1,5,1,1,0,0,34.60,-0.10,3.51,7.65,0,0,3.81,13.29,3.53,13.26,0.28,0,1,0,32.91,0.35,0.93,5.01,0.54,14.75,0.72
211,271,0,1,0,0,1,1,3,0,0,1,0,29.37,0.68,1.02,0.47,1,0,1.49,11.38,2.78,11.21,1.30,0,1,0,30.07,1.04,1.32,2.71,0.56,13.63,4.22
212,2369,0,1,0,0,0,1,6,0,1,0,0,35.07,1.04,0.20,0.81,1,0,2.08,14.24,0.66,14.83,1.34,0,1,0,31.56,0.69,2.45,2.41,0.45,12.37,1.37
213,2176,1,0,0,1,0,0,4,0,1,0,0,36.55,0.09,0.73,6.51,0,0,4.52,13.03,0.14,11.42,4.08,1,0,0,22.91,1.39,4.04,3.69,0.67,12.83,2.32
214,3212,0,1,0,0,0,0,6,0,0,1,0,25.14,1.20,2.52,0.44,0,1,3.92,13.02,0.84,12.13,2.98,1,0,0,30.37,0.76,1.94,3.42,0.55,14.03,2.93
215,4446,0,0,1,0,0,1,4,0,0,1,0,21.63,-0.29,3.47,9.71,0,0,4.43,14.58,3.91,13.12,0.27,1,0,0,30.28,0.39,0.02,5.00,0.51,13.08,0.49
216,2231,0,0,1,0,0,0,6,0,1,0,0,17.56,3.36,1.76,5.92,1,0,4.51,15.32,2.05,13.68,2.15,0,1,0,34.82,0.14,0.95,4.10,0.39,12.32,2.01
217,4044,0,1,0,0,1,1,5,0,1,0,0,36.18,0.91,0.17,0.98,1,1,2.05,12.87,3.24,13.09,1.20,0,1,0,26.50,1.31,2.58,2.06,0.61,13.47,2.40
218,1001,0,1,0,0,1,1,3,0,1,0,0,36.66,1.24,1.88,2.83,0,1,1.71,11.74,3.30,11.28,1.65,0,1,0,28.06,1.06,2.87,3.94,0.63,14.05,4.31
219,5465,0,1,0,0,0,1,6,0,1,0,0,37.41,1.26,0.60,1.96,0,1,3.26,13.53,1.88,13.35,1.38,0,1,0,34.04,0.38,1.62,3.62,0.46,13.52,0.48
220,3572,0,1,0,0,1,1,5,0,0,1,0,28.69,1.83,3.25,0.23,0,1,1.13,14.13,1.61,13.46,0.70,0,1,0,26.87,0.63,2.46,0.73,0.56,12.75,3.49
221,6102,0,1,0,0,0,0,4,0,1,0,0,31.35,0.35,0.59,4.08,0,0,1.49,12.79,1.43,12.22,2.80,0,1,0,32.78,0.39,4.08,2.83,0.43,12.32,2.56
222,1629,0,1,0,0,1,0,3,0,0,1,0,31.28,0.38,3.49,2.96,0,0,1.07,12.02,0.95,10.96,1.03,0,0,0,30.72,0.17,3.94,5.90,0.45,12.02,4.20
223,3566,0,0,1,0,1,1,3,0,1,0,0,31.58,0.40,4.04,3.86,0,0,2.01,12.22,1.78,10.39,0.95,0,0,0,30.36,0.44,2.25,4.22,0.47,12.33,2.85
224,2022,0,0,1,0,0,1,4,1,1,0,0,14.50,-0.44,1.46,11.41,0,0,3.78,14.57,2.95,12.85,0.41,0,1,0,29.53,0.39,0.56,2.05,0.38,10.33,0.11
225,666,0,0,1,0,0,1,8,1,1,0,0,30.31,1.09,2.61,0.40,0,1,5.31,13.24,3.91,13.26,1.40,1,0,0,31.06,0.70,0.30,3.86,0.56,14.47,0.16
226,3484,0,1,0,0,1,0,9,1,1,0,0,35.71,0.99,1.08,1.64,0,1,2.04,13.13,1.23,13.39,0.79,1,0,0,35.41,0.41,2.77,5.07,0.51,15.26,0.53
227,3432,0,1,0,0,1,0,7,1,0,1,0,28.20,1.45,3.31,1.25,0,1,3.14,13.48,1.12,13.04,1.99,0,1,0,31.90,1.02,2.64,0.35,0.53,14.16,1.48
228,4951,1,0,0,1,1,1,3,0,0,1,0,30.13,0.49,0.04,0.90,0,0,1.34,12.36,2.93,11.59,1.83,0,1,0,32.32,0.65,1.48,2.29,0.44,12.08,3.93
229,3512,0,1,0,0,1,1,3,0,0,0,0,29.86,-0.04,2.97,6.87,0,0,2.17,12.54,3.73,11.59,1.78,1,0,0,32.93,0.28,1.15,4.57,0.44,12.45,2.59
230,2143,1,0,0,1,1,1,3,0,1,0,0,33.48,0.57,0.90,2.07,0,0,1.46,12.05,1.84,11.31,0.59,0,1,0,23.99,1.30,3.79,3.05,0.61,12.42,3.24
231,6006,0,0,1,0,1,0,3,0,1,0,0,31.38,-0.12,0.30,5.43,0,0,2.94,12.49,4.01,11.61,1.21,0,0,0,32.07,0.23,1.51,6.24,0.45,12.06,3.41
232,950,0,0,1,0,0,1,4,0,0,1,0,25.04,-0.02,1.22,8.05,0,0,3.53,13.57,2.10,12.03,1.08,1,0,0,35.16,0.36,1.68,1.54,0.40,12.59,0.67
233,117,1,0,0,1,0,1,4,0,0,1,0,33.44,0.15,0.23,4.40,0,0,3.45,12.90,0.78,12.07,2.57,1,0,0,25.37,1.07,2.19,3.19,0.54,12.09,1.78
234,3551,1,0,0,1,1,0,5,0,1,0,0,38.08,0.11,1.06,5.12,0,0,1.46,13.45,1.56,12.17,0.86,0,1,0,26.69,1.11,3.90,2.33,0.59,13.58,3.14
235,3136,0,0,1,0,0,1,4,0,0,1,0,27.04,-0.70,0.63,10.21,0,0,1.89,13.32,3.38,12.26,1.81,0,1,0,30.32,1.09,0.48,0.03,0.48,12.33,3.08
236,1380,0,0,1,0,0,0,4,0,1,0,0,32.14,-0.17,3.38,7.63,0,0,3.88,12.65,4.63,12.67,0.74,1,0,0,30.32,0.53,0.92,5.67,0.53,12.93,3.31
237,3553,0,1,0,0,0,0,4,0,0,1,0,29.14,1.05,2.43,0.30,0,1,1.74,13.00,3.40,12.19,1.86,0,1,0,32.11,0.43,1.21,3.19,0.45,12.22,1.96
238,4167,1,0,0,1,1,0,5,0,0,0,0,32.58,0.54,0.72,1.25,0,0,2.81,11.25,3.36,11.98,0.65,0,1,0,21.68,1.55,1.17,3.41,0.81,13.80,2.88
239,579,0,0,1,0,1,1,3,0,1,0,0,26.43,1.85,1.36,1.50,0,1,1.01,12.55,1.81,11.55,1.65,1,0,0,33.16,0.84,3.44,2.00,0.42,12.06,3.17
240,3367,0,1,0,0,1,0,15,0,1,0,0,36.82,-0.12,4.04,7.16,0,0,4.31,9.62,3.22,12.52,0.02,0,1,0,20.12,1.54,2.93,4.54,0.82,13.14,2.79
241,4807,0,1,0,0,0,0,6,1,1,0,0,33.17,0.82,2.31,0.28,0,1,4.20,12.94,2.86,11.85,1.20,1,0,0,32.88,0.77,1.15,2.88,0.51,13.84,1.07
242,858,0,0,1,0,0,1,4,0,0,1,0,24.64,-0.05,1.83,7.92,0,0,3.45,12.63,0.95,11.01,2.10,1,0,0,33.82,0.30,2.69,2.65,0.42,12.35,0.70
243,3964,1,0,0,1,0,0,10,0,0,1,0,32.27,0.74,0.08,2.86,0,0,3.35,13.86,2.24,13.17,1.05,1,0,0,34.81,0.48,1.31,2.31,0.41,12.63,2.34
244,4533,0,1,0,0,1,1,5,1,1,0,0,35.19,-0.12,3.58,7.15,0,0,2.42,13.47,2.37,12.98,0.00,1,0,0,27.47,1.97,1.36,1.20,0.61,13.35,2.05
245,5640,0,1,0,0,1,1,5,0,1,0,0,31.19,1.64,2.39,0.97,0,1,4.25,13.85,3.71,12.92,0.44,1,0,0,27.47,0.82,0.43,4.39,0.55,12.74,1.66
246,1297,0,1,0,0,1,0,5,0,0,1,0,34.08,0.84,1.39,0.45,0,1,0.98,12.91,1.28,13.36,0.41,1,0,0,34.87,0.16,2.83,5.55,0.47,14.01,1.30
247,1462,0,0,1,0,0,1,4,0,0,1,0,22.70,0.00,3.95,7.25,0,0,0.47,12.63,2.06,12.15,2.04,1,0,0,31.84,0.32,1.56,4.20,0.41,11.23,0.42
248,6082,1,0,0,1,1,1,3,0,0,1,0,27.66,0.39,0.01,5.12,0,0,1.17,11.90,0.12,10.87,0.67,1,0,0,33.48,0.25,2.72,4.09,0.38,11.62,4.27
249,3941,0,0,1,0,0,1,6,0,1,0,0,18.30,-0.30,0.49,10.21,0,0,4.82,14.21,1.81,12.98,2.85,1,0,0,35.27,0.43,1.35,1.87,0.40,12.50,1.71
250,4109,0,1,0,0,1,0,11,0,1,0,0,35.47,0.51,0.06,2.52,1,0,1.29,12.14,2.02,13.41,2.29,0,1,0,25.29,0.76,4.09,3.99,0.62,13.31,3.49
251,5939,0,0,1,0,0,1,4,1,1,0,0,27.65,1.74,1.11,1.70,1,0,2.60,13.84,2.28,12.62,0.01,1,0,0,34.88,0.39,1.68,2.20,0.41,12.68,0.28
252,1216,0,1,0,0,1,1,3,0,0,1,0,23.41,1.45,1.31,0.50,0,1,3.31,12.22,5.01,11.66,1.75,1,0,0,27.31,0.45,0.07,5.35,0.55,12.55,2.49
253,761,1,0,0,1,1,1,3,0,1,0,0,36.63,0.03,0.81,4.93,0,0,1.72,12.27,2.28,11.35,0.83,0,1,0,22.15,1.48,1.23,3.23,0.70,12.88,2.31
254,5496,0,0,1,0,1,1,5,1,1,0,0,31.75,-0.02,3.56,6.99,0,0,2.67,15.47,1.62,14.88,0.99,1,0,0,31.66,0.64,2.28,0.39,0.41,11.87,1.14
255,2827,0,1,0,0,0,1,6,0,0,1,0,33.54,0.79,1.53,0.60,0,1,1.10,13.19,0.85,13.64,1.85,0,1,0,33.19,0.27,3.45,2.97,0.45,12.84,2.33
256,2265,0,1,0,0,0,1,8,0,1,0,0,31.73,0.23,0.08,4.46,1,0,1.27,12.62,0.11,12.26,1.10,1,0,0,30.74,0.51,3.80,4.27,0.55,14.59,1.09
257,5221,0,1,0,0,1,1,3,0,1,0,0,30.55,0.32,0.60,4.43,1,0,1.52,12.19,1.02,10.69,0.76,1,0,0,28.22,0.60,3.30,4.31,0.50,12.39,3.58
258,4983,0,0,1,0,1,0,5,0,1,0,0,34.51,0.67,0.52,0.75,0,1,2.91,13.88,3.15,13.63,0.25,1,0,0,35.60,0.58,1.03,2.57,0.42,12.83,0.70
259,2429,0,1,0,0,1,1,3,0,0,1,0,31.60,0.31,0.24,3.46,1,0,3.24,12.45,2.23,11.51,0.87,0,1,0,21.41,1.59,1.47,1.93,0.69,12.68,1.68
260,1717,0,0,1,0,1,1,3,0,0,1,0,21.83,0.70,2.62,5.19,0,0,2.20,12.42,0.88,10.74,0.55,1,0,0,34.76,0.44,2.26,1.48,0.37,11.51,4.62
261,772,0,1,0,0,1,0,7,0,0,1,0,34.44,0.48,2.80,0.71,0,0,0.76,13.47,1.17,12.80,0.81,0,1,0,33.24,0.32,2.65,2.97,0.45,13.16,0.00
262,2119,0,1,0,0,0,1,6,0,1,0,0,30.74,1.35,4.10,0.15,0,1,1.25,13.70,0.42,13.11,1.52,1,0,0,32.59,0.44,3.89,1.96,0.45,13.09,0.57
263,4734,1,0,0,1,0,0,6,0,0,1,0,35.17,0.69,0.65,0.57,0,0,2.36,12.90,1.03,13.05,1.32,1,0,0,30.30,0.28,1.71,3.94,0.47,12.66,3.29
264,1481,1,0,0,1,0,1,6,0,1,0,0,31.37,0.99,0.26,2.29,0,0,0.89,13.19,2.96,12.62,2.27,1,0,0,34.59,0.08,2.44,5.51,0.44,12.84,3.22
265,4744,1,0,0,1,1,1,3,0,1,0,0,30.04,0.53,1.90,2.27,0,0,0.99,11.81,0.52,10.85,0.77,1,0,0,34.71,0.19,4.05,4.22,0.39,12.22,4.40
266,542,0,1,0,0,0,1,6,0,0,1,0,33.26,-0.31,2.58,7.40,0,0,1.17,13.31,0.74,13.40,1.91,0,1,0,32.60,0.13,3.62,5.73,0.46,13.23,0.94
267,1081,0,0,1,0,0,1,6,1,0,1,0,22.80,1.84,1.22,1.01,0,1,5.19,12.98,3.35,11.95,1.74,0,1,0,29.52,0.31,1.74,4.47,0.45,11.55,2.37
268,3344,0,1,0,0,1,1,3,0,1,0,0,35.94,-0.13,0.38,5.79,0,0,3.09,12.23,4.19,11.41,1.21,0,1,0,23.06,1.08,0.22,4.44,0.65,12.49,2.14
269,4025,0,1,0,0,1,1,7,0,1,0,0,34.00,0.88,3.01,0.85,0,1,0.61,13.28,0.20,13.78,0.54,1,0,0,32.81,0.11,3.91,5.85,0.46,13.30,0.79
270,3442,0,1,0,0,1,1,5,0,1,0,0,32.23,0.87,0.10,1.88,1,0,2.31,12.81,2.76,12.65,0.45,1,0,0,30.38,0.82,1.66,3.23,0.54,13.59,2.46
